Subject;Course Code;Course Name;Course Description;Summary;Course Number;Total Courses;Course Rank;category;Monday;Tuesday;Wednesday;Thursday;Friday;Time;TimeOfDay
Japanese;JAPN 0300;Intermediate Japanese;Further practice of patterns and structures of the language. Readings are introduced on aspects of Japanese culture and society to develop reading and writing skills, enhance vocabulary, and provide points of departure for conversation in Japanese. Prerequisite: JAPN 0200 or equivalent. The East Asian Studies department wishes to provide language instruction to all interested students. If you are unable to register for this course due to enrollment limits but are dedicated to learning Japanese, please contact the instructor via email.;;300;6;2;1;3;3;3;3;3;3;3
Japanese;JAPN 0500;Advanced Japanese I;Continued practice in reading, writing, and speaking. Emphasizes the development of reading proficiency and speaking in cultural contexts. Students read actual articles and selections from Japanese newspapers. Course includes translation, with writing and discussion in Japanese. Films and video tapes are shown as supplementary materials. Prerequisite: JAPN 0400 or equivalent.;"“Advanced Japanese” (JAPN0500) is the next course in mastering Japanese, following JAPN0400. The course aims to improve students’ language skills by reading sections from Japanese newspapers and films, as well as translation, discussion and writing segments in Japanese. Students reported having several years of Japanese study prior to taking this course, with most having taken the previous intermediate courses (JAPN0300 & 0400).

This course was lead by two instructors, Professor Sachiko Hiramatsu and Professor Naofumi Tatsumi. Students highly appreciated the instructors and the effort they made in class, describing them as ""kind"" and ""sweet.""

Course requirements included daily homework assignments, regular quizzes & tests, and a final exam at the end of the semester. Although described as time-consuming, students remarked that the workload as being similar to that of JAPN0300.

Overall, students highly enjoyed the class, with many naming the professors as the highlight of their course. Prospective students are advised to prepare for quizzes early and to plan ahead in order to manage the workload.";500;6;3;2;0;1;0;1;0;9am;Morning
Japanese;JAPN 0700;Advanced Japanese II;Reading of articles from Japan's press with discussion in Japanese. Focuses on explanations and drills on the fine points in grammar and vocabulary as well as on the practice of writing in various styles. Movies and video tapes are used as supplementary materials. Prerequisite: JAPN 0600 or equivalent.;"Advanced Japanese II” (JAPN0700) is a course that aims to enhance students’ abilities to write and speak Japanese at an advanced level by reading articles from Japan’s press and then discussing them in Japanese. The class “focuses on explanations and drills on the fine points in grammar and vocabulary as well as on the practice of writing in various styles,” according to the course description. The official prerequisite for this course is ""Advanced Japanese I"" (JAPN0600), which students found appropriate. Many students also had prior exposure to the Japanese through study abroad programs.

Students considered Professor Hiroshi Tajima to be an effective instructor who gave a good deal of useful feedback. The class was discussion-based and interaction between students was encouraged. In general, the class was described as “structured but fun.” Professor Tajima was readily available outside of class.

Coursework for the class consisted of weekly readings, two group essays, one individual essay, one short presentation, several film summaries, and midterm exams. Students felt that the assignments were very relevant and worthwhile. The workload was manageable and the perceived difficulty of the class differed between students. As one student said, “You get out what you put in.”

Overall, students enjoyed the content of JAPN0700 and recommended it to prospective students. Many students emphasized the relaxing atmosphere and interdisciplinary nature of the class, since it touched on issues relevant to the modern day. Students suggested that the class could place greater stress on grammar, and requested more detailed feedback. Similar classes include lower levels of Japanese, since shoppers might need to take a placement test to ensure that they have sufficient background for this class";700;6;4;2;0;1;0;1;0;4pm;Afternoon
Japanese;JAPN 0810;Classical Japanese;"Introduction to classical Japanese language (kobun), a.k.a. literary Japanese (bungo). Based on the Early Middle Japanese of 9th-through-11th-century aristocrats, this language was in use well into the 20th century. It opens the worlds of storytelling noblewomen, poet-monks, love-stricken samurai, and modern Japan’s “founding fathers.” Its grammar reveals new ways to think about time, action, and experience. Its study affords you an enhanced command of the contemporary language. Parsing authentic passages from famous works, we learn to read premodern Japanese texts with the aid of dictionaries, commentaries, and digital resources.
Prerequisites: This course is taught in English with an English-language textbook, although some supplemental resources are available only in modern Japanese. At minimum, completion of (or simultaneous enrolment in) intermediate modern Japanese is recommended. If in doubt, consult with instructor.";N/A;810;6;5;3;0;1;0;1;0;1pm;Afternoon
Japanese;JAPN 0811;Business Japanese;Designed to teach post-advanced level Japanese language, with the focus on effective oral and written communication in business situations, this course emphasizes vocabulary building in the areas of business and economics, use of formal expressions, business writing, and conversation and presentation skills, as well as familiarizing students with Japanese corporate culture, protocol, and interpersonal relationships. Prerequisite: JAPN 0700 or equivalent. Enrollment limited to 20. Instructor permission required.;;811;6;6;3;3;3;3;3;3;3;3
Judaic Studies;JUDS 0050A;Believers, Agnostics, and Atheists in Contemporary Fiction and Memoirs;In recent decades, there has been a resurgence of religiosity in contemporary society, while at the same time many have been skeptical and even hostile to religious belief and practice. Others are just not sure what to believe. We will study selections of fiction and memoirs by writers of Christian and Jewish background that explore such situations as the affirmation or negation of the existence of God, the role of religious ritual in a person’s life, and the positive and negative impacts on society of religious institutions and the clergy who lead them. Enrollment limited to 19 first-year students.;N/A;50;6;1;1;1;0;1;0;1;10am;Morning
Judaic Studies;JUDS 0064;Angels and Demons: Past and Present;What are angels and demons, what roles do they play in religious thought, and how do their roles change or remain consistent over time? These are only a few of the questions this course seeks to address. Texts to be considered include the Hebrew Bible (Old Testament), the New Testament, the Dead Sea Scrolls, rabbinic literature, the Kabbalah, records of the Salem Witch Trials, Milton’s Paradise Lost, Goethe’s Faust, the Book of Mormon, contemporary Evangelical literature and New Age writings, and representations of angels and demons in film and television. No prior knowledge of the Bible, Judaism or Christianity is assumed.;N/A;64;6;2;1;0;1;0;1;0;2:30pm;Afternoon
Judaic Studies;JUDS 0067;Jesus (RELS 0014);Interested students must register for RELS 0014.;;67;6;3;2;3;3;3;3;3;3;3
Judaic Studies;JUDS 0830;The Bible as Literature;Explores how methods of literary analysis can be applied to the reading of narratives of the Old Testament/Hebrew Bible (in English translation). Also compares the ways that modern writers have transformed biblical stories into new interpretive literary works. For students interested in an introduction to the Bible, as well as students with a knowledge of the Bible who want to deepen their understanding of biblical narratives and investigate the influence of the Bible on modern literature. All readings in English.;N/A;830;6;4;2;1;0;1;0;1;11am;Morning
Judaic Studies;JUDS 1614;"The Political Theology of the ""Jewish Question""";This class explores the theologico-political predicament of European modernity: the modern problem of negotiating seemingly insoluble social and political tensions often rooted in purportedly absolute norms and claims. Tracing the interwoven problems of race, religion, and secularism in the European “Jewish Question,” we will inquire into the possibilities for alternative, fugitive modes of being for racialized people. Authors include Arendt, Carter, Derrida, Du Bois, Fanon, Sartre, Schmitt, Strauss and Wilderson, Wynter.;;1614;6;5;3;3;3;3;3;3;3;3
Judaic Studies;JUDS 1713;Introduction to Yiddish Culture and Language;Yiddish was the language spoken by most Jews in Eastern Europe and the countries to which they emigrated (including the U.S., England, South Africa, South American countries, and Israel) from the nineteenth century until after the Holocaust. It was the basis for a transnational Jewish culture and literature, and it played a central role in modern Jewish political life. We will explore the history of Yiddish culture and the development of the Yiddish press, literature, and cinema. The connection between Yiddish and modern Jewish politics will also be discussed. Students in this course will also have the opportunity to develop a basic knowledge of the Yiddish language.;;1713;6;6;3;0;1;0;1;0;4pm;Afternoon
Korean;KREA 0100;Korean;Begins with an introduction to the Korean writing system (Hangul) and focuses on building communicative competence in modern Korean in the four language modalities (listening, speaking, reading, writing). Provides a foundation for later work in spoken and written Korean. Five classroom hours per week. No prerequisite. Enrollment limited to 18. This is the first half of a year-long course whose first semester grade is normally a temporary one. Neither semester may be elected independently without special written permission. The final grade submitted at the end of the course work in KREA 0200 covers the entire year and is recorded as the final grade for both semesters.;"Korean (KREA0100) is the first half of a yearlong course (with KREA0200) that introduces the Korean language. The class begins by teaching the Korean writing system, Hangul. Modern Korean then is taught through a combination of reading, writing, listening, and speaking. The class meets for one hour every day. Because of the yearlong nature of the course, the student receives one grade at the end of a full year. No background is required and students did not find any necessary.

Reviewers found that Visiting Lecturer Hyun Ju Ha taught the course in an extremely clear and effective manner. Students wrote that she was extremely knowledgeable about both Korean and English, as well as about the objectives of the class. The professor was engaged in student learning, making sure to answer any questions, particularly those that arose with new material. The class used a combination of handouts, PowerPoint presentations, and lectures. Professor Ha held weekly office hours and was available by appointment and email. Students found Professor Ha extremely accessible, calling her a kind and funny professor.

Assignments consisted of weekly homework, eight vocabulary quizzes (each covering a chapter), four exams (each covering two chapters), an oral interview, a final, and two major presentations. The homework mainly came from the workbook, consisting of written, listening, and speaking portions. One presentation was in English on Korean culture. The other presentation was in Korean on campus life. Participation in class was mandatory and solely in Korean. Students found this extremely helpful in solidifying ideas. Assignments and exams were fair and based on class material.

Students really enjoyed the small, interactive nature of the class, which let them really get to know each other. Professor Ha was extremely enthusiastic, which made students “excited for class everyday!” Consider shopping KREA100 if you want to learn Korean in a fun and friendly environment.

";100;3;1;1;1;0;1;0;1;12pm;Afternoon
Korean;KREA 0300;Intermediate Korean;An intermediate course in Korean designed to further communicative competence in spoken Korean and to provide additional reading practice in stylistically higher level materials that are progressively integrated into the given dialogues. Discussions on various aspects of Korean culture and society. Five classroom hours per week. Prerequisite: KREA 0200 or instructor permission.;;300;3;2;2;3;3;3;3;3;3;3
Korean;KREA 0912;Business Korean;For students who are interested in Korean culture in general and business culture in particular, and in improving their Korean language skills in a business context. The course not only focuses on business and economy-related words and expressions, but also on developing learners' confidence in business writing, conversation and presentations in Korean. Enrollment limited to 15. Prerequisite: KREA 0600 or instructor's permission.;N/A;912;3;3;3;0;1;0;1;0;10:30am;Morning
Latin American & Caribbean Studies;LACA 0233;Colonial Latin America (HIST 0233);Interested students must register for HIST 0233.;;233;21;1;1;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 0253A;Colonial America: A Global History (HIST 0253A);Interested students must register for HIST 0253A.;;253;21;2;1;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 0552A;A Textile History of Atlantic Slavery (HIST 0552A);Interested students must register for HIST 0552A.;;552;21;3;1;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 0558C;LatinX Social Movement History (HIST 0558C);Interested students must register for HIST 0558C.;;558;21;4;1;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 0650;Advanced Spanish Through Literature and Film (HISP 0650);Interested students must register for HISP 0650.;;650;21;5;1;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 0670;Global Black Radicalism (AFRI 0670);Interested students must register for AFRI 0670.;;670;21;6;1;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 0710B;Hispanic Culture Through Cinema (HISP 0710B);Interested students must register for HISP 0710B.;;710;21;7;1;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 0730;Encounters: Latin American in its Literature and Culture (HISP 0730);Interested students must register for HISP 0730.;;730;21;8;2;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 0810;Belonging and Displacement: Cross-Cultural Identities (POBS 0810);Interested students must register for POBS 0810.;;810;21;9;2;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 1030;Pre-Columbian Art and Architecture: A World That Matters (ANTH 1030);Interested students must register for ANTH 1030.;N/A;1030;21;10;2;1;0;0;0;0;3pm;Afternoon
Latin American & Caribbean Studies;LACA 1205G;Contemporary Black Popular Music (MCM 1205G);Interested students must register for MCM 1205G.;;1205;21;11;2;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 1331S;Mapping Food and Eating Meaning in the Spanish-Speaking World (HISP 1331S).;Interested students must register for HIPS 1331S.;;1331;21;12;2;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 1371F;Narrating the Borderlands: Literature, Legality, and Solidarity (HISP 1371F);Interested students must register for HISP 1371F.;;1371;21;13;2;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 1371S;Science with an Accent (HISP 1371S);Interested students must register for HISP 1371S.;;1371;21;14;2;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 1401;Economic Development in Latin America (IAPA 1401);Interested students must register for IAPA 1401.;;1401;21;15;3;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 1504O;Re-thinking Latin American Geographies through Social Mapping;"Maps are important tools for our daily activities and spatial imaginaries; however, the ways in which official and dominant Western maps organized the information about the world occludes other ways of knowing territories. How are these “other” geographies represented? How are maps re-designed and appropriated to visualize different spatialities? In this course, students will be introduced to key themes and design practices in social cartography in Latin America. These reflect on collective or individual mapping practices to represent and increase the visibility of social issues and ways of knowing and being in this region. Intermediate knowledge of Spanish is required for conducting readings and class-discussion. This course is appropriate for students who have taken AP Spanish, heritage speakers, and students who have taken or placed in 500-level Spanish language classes at Brown. Previous knowledge of maps not required.";;1504;21;16;3;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 1570;The Economics of Latin Americans (ECON 1570);Interested students must register for ECON 1570.;;1570;21;17;3;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 1700X;Global Macho: Race, Gender, and Action Movies (AMST 1700X).;Interested students must register for AMST 1700X.;;1700;21;18;3;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 1701W;The Cold War in Latin America (IAPA 1701W);Interested students must register for IAPA 1701W.;;1701;21;19;3;3;3;3;3;3;3;3
Latin American & Caribbean Studies;LACA 1900;Preparation for Honors and Capstone Projects on Latin American and Caribbean Topics;This workshop is designed for junior and seniors in any concentration who are researching and writing about Latin America and the Caribbean. It will help students to enhance their research and organization skills, refine their research or creative projects, and develop or complete a Capstone Project (e.g. honors thesis, honors project, substantial research paper).;;1900;21;20;3;0;0;1;0;0;3pm;Afternoon
Latin American & Caribbean Studies;LACA 2030B;History and Fiction: Literature of the 15th Century (HISP 2030B).;Interested students must register for HISP 2030B.;;2030;21;21;3;3;3;3;3;3;3;3
Language Studies;LANG 0150S;Swahili I;Students successfully completing this beginner's course in Swahili Language and Culture will be able to communicate in Swahili in a culturally-appropriate way. Students will practice skills in an integrated fashion in order to reach some proficiency in speaking, reading, listening, and writing. Course content includes language, culture, history and music. Heritage speakers may place into the course depending on their language level. Like English, Swahili is not a tonal language, and considered to be one of the easier African languages to learn. Whether you are interested in Swahili in order to study and work in Africa or to engage with Swahili speakers in other parts of the world, this beginners course will prepare you well!;N/A;150;4;1;1;0;1;0;1;0;9am;Morning
Language Studies;LANG 0750;Identity and Languages in Contemporary Africa;When you think of contemporary Africa, what’s the first thing that comes to mind? IS it a megacity? Africa is the most rapidly urbanizing continent in the world. It is home to three of the world’s megacities (populations of 10 million). It is also home to one-third of the world’s languages and over 2000 languages are spoken in Africa. What is daily life within them like, and what kinds of linguistic, cultural, economic, and political roles do they play in our world? In this interdisciplinary class, we’ll look for answers to these questions in articles and mixed media, including Instagram posts, op-eds, TED Talks, YouTube music videos, sci-fi short stories, documentary photography, and more. What we’ll find might surprise you. Along the way, we’ll also do some critical reflection and self-examination: what shapes the ways we think about Africa and why?;N/A;750;4;2;2;0;1;0;1;0;10:30am;Morning
Language Studies;LANG 0800;Theory and Practice of Intercultural Competence;What is intercultural competence? What are its benefits in our globalized society? Through readings, discussions, videos and visuals students will learn the theory behind intercultural competence as well as practical aspects about gaining and honing the skills needed for IC. Students will experience how the implementation of IC enhances study, work and internships carried out both globally and domestically. Limited to 40 students. This course is open to all students. It is also the foundational course required of students participating in Brown’s Certificate of Intercultural Competence.;;800;4;3;3;3;3;3;3;3;3;3
Language Studies;LANG 1800;Capstone Seminar in Intercultural Competence;This course serves as the final capstone course for the Certificate in Intercultural Competence. Students will connect the skills, attitudes and knowledge developed throughout the course work and experiential learning component of the Certificate to their future goals. Students will work on synthesizing all components of the Certificate through weekly discussions, simulations and case studies. Research topics and group discussions are designed to continue conversations that extend the work that began in the required foundation course LANG0800 The Theory and Practice of Intercultural Competence. Students will prepare a multi-modal presentation, and have the option of presenting a portfolio in a digital format, a podcast or a video, of the work they have completed along their journey towards intercultural competence. Students will participate in a public presentation session in order to share their work and engage the wider language-learning community on-campus.;;1800;4;4;3;0;1;0;1;0;2:30pm;Afternoon
Latin;LATN 1110G;Latin Love Elegy;Reading of representative selections from each of the Roman elegists: Tibullus, Propertius, and Ovid. Discussion also of the origins and development of love elegy at Rome and exploration of the themes and topoi that define the genre. Follows the poets' negotiations with various discourses and ideologies in Augustan Rome: literary, social, sexual, and political.;;1110;8;1;1;3;3;3;3;3;3;3
Latin;LATN 1110Y;Latin Epistolography;Through reading letters from different periods of Roman History, students will become more familiar not only with the ways letters negotiated Roman social, political, and intellectual networks but also how Roman authors drew on epistolary conventions to compose literature in other forms. Authors to be read may include but are not limited to Cicero, Ovid, Pliny the Younger, and Fronto.;;1110;8;2;1;3;3;3;3;3;3;3
Latin;LATN 1120D;Alcuin;Alcuin lived a life of wide variety and accomplishment, not least as an important member of Charlemagne's inner circle and, like many at court, he wrote widely and in multiple genres. From his enormous output this course will focus on the large collections of poetry and letters. We will attend in both gatherings to theme, tone, style, and allusivity and, where appropriate, we will ponder alternate readings in a collection that has not been edited since the late nineteenth century.;;1120;8;3;2;1;0;1;0;1;2pm;Afternoon
Latin;LATN 1120G;Reading Humanist Latin Texts;The course will explore in depth some important Renaissance or 'early modern' works of Latin literature, many of which have not been translated into English. As well as opening up a new field of Latin writing, the course will extend general knowledge of classical literature by involving some less commonly studied ancient sources. It will also introduce some early imprints, enabling you to consider texts directly in the original form in which they first appeared.;;1120;8;4;2;0;1;0;1;0;1pm;Afternoon
Latin;LATN 1810;Survey of Republican Literature;"Our purposes in this survey of Latin literature are to acquire a comprehensive historical perspective on Latin poetry and prose until the end of the Republic and a sense of its phases and the dynamics of its tradition; and to read different styles of Latin poetry and prose with confidence and ease.";;1810;8;5;2;0;1;0;1;0;10:30am;Morning
Latin;LATN 2010K;Horace's Carmen Saeculare and its contexts;This seminar focuses on Horace's Carmen Saeculare, a Latin hymn commissioned by the Roman princeps Augustus for choral performance at the Ludi Saeculares in 17 B.C.E. We will read the poem both in the context of Horace's lyric poetry, considering it philologically and in regard to earlier and contemporary Greek and Latin poetry, and as an orally-presented, public hymn produced for a specific performance. We will also examine the significant (and exceptionally rich) epigraphic and other scholarly evidence related to the poem's religious and historical context, and we will look at its reception in later poetry.;;2010;8;6;3;1;0;0;0;0;3pm;Afternoon
Latin;LATN 2970;Preliminary Exam Preparation;For graduate students who have met the tuition requirement and are paying the registration fee to continue active enrollment while preparing for a preliminary examination.;;2970;8;7;3;3;3;3;3;3;3;3
Latin;LATN 2990;Thesis Preparation;For graduate students who have met the residency requirement and are continuing research on a full time basis.;;2990;8;8;3;0;1;0;1;0;9am;Morning
Literary Arts;LITR 0110B;Poetry I;A workshop for students who have little or no previous experience in writing poetry. Enrollment limited to 17 per section. This course is limited to undergraduates. S/NC.;N/A;110;19;1;1;0;0;1;0;0;5:45pm;Evening
Literary Arts;LITR 0210A;Fiction Writing II;Topics often include stylistic matters related to tone and point of view, and structural matters like controlling switches in time. See general course description above for course entry procedures for all intermediate workshops. Enrollment limited to 17. Instructor permission required. S/NC.;"Interested in improving your creative writing skills? Then consider Professor Chika Unigwe's ""Fiction Writing II"" (LITR0210A)! ""Fiction Writing II"" focuses on ""stylistic matters related to tone and point of view, and structural matters like controlling switches in time,"" per the course description. Although this workshop has no official prerequisites, non-concentrators have to submit a writing sample in order to enroll. Many students mentioned that they had taken ""Fiction I"" (LITR0110A) or other creative writing courses.

Professor Unigwe was well-received by her students, with one even exclaiming, ""Chika is a wonderful and funny woman! 10/10 would recommend."" Respondents remarked that she sometimes had trouble controlling class but appreciated her feedback on their writing and noted that she encouraged everyone to participate in class. They also enjoyed how she incorporated African literature into the course. Reviewers noted that Professor Unigwe was very accessible and responded promptly to emails.

Assignments for the course included one short story a week, weekly readings, and a final portfolio of their stories. All students had their work workshopped twice during the semester. Respondents found these assignments to be highly relevant and, for the most part, not difficult, though there were some that noted that the work would sometimes be overwhelming.

Overall, students enjoyed Professor Unigwe and her class, but recommended more in-class exercises, more relevant PowerPoint slides on writing techniques, and fully discussing the weekly readings in future iterations of this course. For those interested in the course, reviewers recommended also shopping other Literary Arts workshops, including ""Fiction I"" (LITR0110A), ""Poetry I"" (LITR0110B), and ""Poetry Writing II"" (LITR0210B). For the most part, however, students overwhelmingly recommended this course, with one declaring ""Take Fiction II with Chika, she's amazing!""";210;19;2;1;0;0;1;0;0;5:45pm;Evening
Literary Arts;LITR 0210B;Poetry Writing II;Emphasis is placed on verse strategies, meter, rhythm, imagery and rhyme. Writing includes frequent exercises in various poetic traditions. See general course description above for course entry procedures for all intermediate workshops. Written permission required. S/NC.;"“Poetry II” is a Literary Arts workshop designed to help student better their understanding of poetry and the many ways one can create it. In addition to improving poetry-writing abilities, the course is also intended to foster the skills of reading, writing, discussing, and evaluating poetry. With the exception of declared Literary Arts concentrators, students must submit an application for this course, but it has no formal prerequisites. Other workshops were found to be a helpful background, but not necessary to take the course.

Stephen Williams, the instructor of the course, was generally well-liked by his students. The students wrote that he was interesting but very laid back, he was praised for his ability to make everyone feel comfortable and create an environment for open class discussion. According to the respondents, he made himself very available to meet, and really let students choose how the class was run. Though some reviewers said that this sometimes led to awkward silences, the class tended to enjoy their group workshops. Respondents also commented on his thoughtful and positive feedback on their work. The general consensus was that while he was not always the most effective instructor, he was always engaged and eager to discuss.

Survey respondents were split in their opinions on the assigned readings. Some found it a great selection, but many felt that the text choices were perhaps a bit too avant-garde. Some also felt that the reading list was excessive. Other than readings, the course required students to write a poem every week, and on final 3-5 page response paper.

The amount of time spent outside of class for Poetry II varied, but students generally felt that the workload was reasonable. Students recommended the course enthusiastically to others, but with the caveat that you should be sure you actually like writing poetry. Though feedback from peers is not always constructive, most respondents highly suggested taking this or another Literary Arts workshop at Brown if you are at all interested.";210;19;3;1;0;0;1;0;0;5:45pm;Evening
Literary Arts;LITR 0310O;Narrative Nonfiction;This is a class in crafting engrossing and essential stories. True stories need to be told, and deserve to be told well. What’s the difference between story and subject? How can narrative and careful structuring maximize the impact of investigative reporting? How do you properly pace a longform story? How do you pitch, report, outline, and edit one? And, most importantly, why do you write it in the first place? Class meetings will include a magazine-style editorial meeting, discussing weekly pitches and, later, story drafts followed by a discussion of reading that explores various approaches to structure, voice, and genre.;N/A;310;19;4;1;0;1;0;1;0;11:55am;Morning
Literary Arts;LITR 0710;Writers on Writing Seminar;Offers students an introduction to the study of literature (including works from more than one genre) with special attention given to a writer's way of reading. This course will include visits to the course by contemporary writers who will read to the class and talk about their work. Enrollment limited to 19 first year students.;"“Writers on Writing Seminar” (LITR0710) is a discussion-based seminar that provides students with a unique opportunity to engage with the authors of their class' readings. The class has no official prerequisites, but some students found it helpful to have some background in reading for critical analysis.

Professor Sawako Nakayasu was praised by her students as a wonderful instructor and discussion facilitator. She was described as easygoing, compassionate, and receptive to student needs. However, some reviewers felt that the class discussions could have been more structured and that the professor could have provided more critical and constructive feedback. Outside of class, the professor made herself very available, with one student describing her as “passionate about seeing us succeed.”

Course assignments included eight books read on a weekly or biweekly basis, each followed by a three-page response paper. Students did not find the assignments difficult, but noted that they were somewhat time-consuming. Overall, class members found the assigned books both relevant and helpful. One reviewer commented that the “wide range of material [covered in class] always gave me something to think about.”

Students enjoyed this course. They loved the opportunity to meet and have conversations with the authors they had been reading. In addition, reviewers also loved Professor Nakayasu and appreciated the opportunity to listen to other students’ stories. As for future improvements for the course, respondents recommended the professor lead longer and more structured discussions and provide a more clear grading rubric. Fellow students are recommended to take this class and also to shop related classes like “Introduction to Fiction” (LITR100A), “Introduction to Poetry” (LITR100B), and “Introduction to Creative Nonfiction” (ENGL0930).";710;19;5;1;0;1;0;1;0;4pm;Afternoon
Literary Arts;LITR 1010A;Advanced Fiction;The writing of short stories or longer works in progress in regular installments, along with appropriate exercises and reading assignments. See general course description above for course entry procedures for all advanced workshops. Written permission required. S/NC.;;1010;19;6;1;1;0;0;0;0;3pm;Afternoon
Literary Arts;LITR 1010B;Advanced Poetry;Course work includes a body of exercises, close reading of poetry, workshop conversations and conferences. See general course description above for course entry procedures for all advanced workshops. Instructor permission required. S/NC.;;1010;19;7;2;0;0;1;0;0;3pm;Afternoon
Literary Arts;LITR 1010E;Advanced Screenwriting;Screenwriting for feature-length and episodic works. Participants should already have experience writing short screenplays and be prepared to develop a longer piece. See the Literary Arts Department website for course entry procedures for all advanced workshops. Work sample and instructor permission required. S/NC.;;1010;19;8;2;1;0;0;0;0;3pm;Afternoon
Literary Arts;LITR 1010H;Advanced Digital & Cross-Disciplinary Language Arts;Project-oriented workshop for writers and language artists working to integrate practices from other disciplines as they devise, compose, and make their work. Recommended for students with some prior interdisciplinary practice or digital media experience. Learning is through making, reading, discussion, group projects, collaboration, and research presentations. Enrollment limited to 12. S/NC.;;1010;19;9;2;1;0;0;0;0;3pm;Afternoon
Literary Arts;LITR 1110N;Workshop for Potential Literature;"A novel without the letter ""E"", 100,000-billion sonnets by permutation and texts that take the shape of a Mobius-Strip-- all this time and more, as workshop participants try their hands in writing in response to problems created by and inspired by a group of writers engaged in strange constraints and procedures. Instructor permission required. S/NC.";;1110;19;10;2;1;0;0;0;0;3pm;Afternoon
Literary Arts;LITR 1110U;Script to Screen: Fundamentals of Filmmaking;This intensive production course is designed for students who have some proficiency in screenwriting or poetry and little to no filmmaking experience. The course aims to serve as a two-way bridge, opening screenwriting and poetry students up to the possibility of making films, while also investigating how production experiences can inform future writing projects. We will experiment with a variety of filmmaking techniques and tools to investigate the symbiotic relationships between writing and visual language. The equal importance of sound in the film viewing experience will also be explored, with students learning techniques for recording and editing multitrack soundtracks. Guest filmmakers will join us and respond to student work.;;1110;19;11;2;1;0;0;0;0;10:30am;Morning
Literary Arts;LITR 1151Q;Great Adventure;This hybrid seminar/prose workshop will take you to Antarctica, Japan, France, Cambodia, outer space—and to other places too. But much of your writing will be about yourself. Your cross-genre wandering through novels, essays, and indefinable hybrid works by a fascinating list of thinkers and stylists, will lead to questions about your own sense of place, belonging, contextual otherness, and the pleasures, powers and implications of your gaze. You'll search for answers through the medium of your own creative work—lyric essays, fictional vignettes, pictures.;;1151;19;12;2;0;0;1;0;0;3pm;Afternoon
Literary Arts;LITR 1152B;Ekphrasis in Action;"Ekphrasis, according to its most basic definition, is poetry that addresses art; we'll be stretching that definition, making it into a way of interacting with art, of living with art, and even a way of looking at things that makes them into art. In this entirely on-line course, we’ll read a book of poetry a week, each one of which will approach a different art, including dance, photography, architecture, cartooning, and land art. Most weeks the writer will zoom in for a discussion, and each week will include in-class writing exercises. Admission is through a writing sample to be submitted in the week before classes start.";;1152;19;13;2;0;0;1;0;0;3pm;Afternoon
Literary Arts;LITR 1152T;Memory’s Imagination;Taking inspiration from the autobiographical work of newly minted Nobel Laureate, Annie Ernaux, we will examine and produce works of fiction, creative narrative non-fiction and hybrid texts that cleave, in that good old double-sense, to personal experience and/or personal passions. Works by Marcel Proust, Virginia Woolf, James Baldwin, Michael Ondaatje, John Keene, Jessica Au and Svetlana Alexeivich will be on the menu to inform and inspire. Students can expect a substantial weekly reading load and should come to each class prepared to discuss the assigned texts and linked creative assignments.;;1152;19;14;3;0;0;1;0;0;3pm;Afternoon
Literary Arts;LITR 1200;Writers on Writing;Offers students an introduction to the study of literature (including works from more than one genre) with special attention given to a writer's way of reading. This course will include visits to the course by contemporary writers, who will read to the class and talk about their work. Enrollment is limited to 30 students.;;1200;19;15;3;0;1;0;1;0;4pm;Afternoon
Literary Arts;LITR 1230E;Form and Theory of Fiction;"""Form and Theory of Fiction"" offers an exploration of narrative theories directed particularly at creative writers, in conjunction with a hands-on examination of contemporary fictional narrative practices. Theoretical readings include historical essays on fiction and work by Gaston Bachelard, Mieke Bal, Gilles Deleuze, and others. Enrollment limited to 20.";;1230;19;16;3;1;0;0;0;0;3pm;Afternoon
Literary Arts;LITR 2010A;Graduate Fiction;Advanced practice of the art: a writing seminar, limited to graduate students in Literary Arts. Emphasis is placed on developing a better understanding of the creative process, strategies and forms. Written permission required. S/NC.;;2010;19;17;3;0;0;1;0;0;11:55am;Morning
Literary Arts;LITR 2010B;Graduate Poetry;Advanced practice of the art: a writing seminar, limited to graduate students in Literary Arts. Emphasis is placed on developing a better understanding of the creative process, strategies and forms. Written permission required. S/NC.;;2010;19;18;3;1;0;0;0;0;11:55am;Morning
